UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0,52,17,0,1544,6670.221237,5,0,1,0,0,No
0.021524819,64,24,0,0.339204951,4200,13,0,2,0,1,No
0.766222578,31,5,0,2349,6670.221237,12,0,1,0,0,No
0.464357095,22,0,0,0.006018658,3322,2,0,0,0,0,No
0.224073476,62,19,1,1851,6670.221237,12,1,2,0,0,No
0.000817089,65,20,0,294,6670.221237,8,0,0,0,0,No
0.9999999,51,15,0,1248,6670.221237,1,0,1,0,0,No
0.292316742,53,14,0,0.719910011,5333,12,0,2,0,1,No
0.318482724,45,15,0,1052,0,11,0,1,0,1,No
0.453672606,49,13,1,2908,6670.221237,10,0,1,0,0,No
0.18825882,77,22,0,0.022988506,2000,4,0,0,0,0,No
0.051585748,49,17,0,0.315668433,10000,12,0,2,0,2,No
0.955217575,37,7,0,0.323455909,2800,8,0,0,0,0,No
0.250008365,60,19,0,2.086478612,7550,26,0,0,0,0,No
0.009117922,71,27,0,0.288425047,1580,8,0,0,0,0,No
0.675681323,62,19,2,0.415011865,8006,18,0,1,0,0,No
0.478508201,31,5,0,0.412889625,6640,10,0,2,0,3,No
0.295608632,72,28,1,1.167916042,2000,21,0,1,0,0,No
0.032836103,76,31,1,0.703552708,5150,11,0,2,0,0,No
0.006428189,30,4,0,0.468850541,6837,5,0,2,0,0,No
0.179980853,54,16,0,821,6670.221237,4,0,1,0,1,No
0.130266878,50,15,0,2701,6670.221237,7,0,2,0,0,No
0.023314672,48,18,0,0.144633317,10294,14,0,1,0,1,No
1.015366803,67,18,1,1.064415815,2250,9,0,3,0,0,No
0.000857129,52,15,0,0.229233173,14722,8,0,2,0,2,No
0.296144985,32,6,0,0.272450223,4921,7,0,1,0,0,No
0.221710063,50,12,0,0.357075738,5320,13,0,1,0,1,No
0.423751575,54,15,0,0.440876754,5200,7,0,1,0,0,No
0.9999999,34,7,0,0.164683484,2100,1,0,0,0,0,No
0.087741363,44,12,0,0.361388838,5500,13,0,1,0,2,No
0.004603108,74,28,0,0.398224477,4730,6,0,1,0,0,No
0.040857428,51,12,0,0.385322935,5000,9,0,1,0,0,No
0.097782222,67,19,0,0.89271598,1770,4,0,2,0,0,No
0.183095507,45,10,0,0.79128727,5600,11,0,2,0,1,No
0.201752298,58,19,1,0.367726455,5000,8,0,2,0,0,No
0.004062415,86,32,0,0.089504771,2200,6,0,0,0,0,No
0,56,14,1,0.296459778,11100,11,0,2,0,3,No
0.566532345,44,13,0,0.411278817,13316,11,0,1,0,4,No
0.042529211,62,25,0,2235,6670.221237,6,0,2,0,2,No
0.256380827,63,28,0,0.2358502,8250,11,0,2,0,0,No
0.499950005,28,4,0,2518,6670.221237,7,0,2,0,0,No
1.324168099,36,8,2,0.110937228,5750,7,0,1,1,0,No
0.01654407,38,10,0,63,6670.221237,6,0,0,0,0,No
0.121471896,51,14,0,4783,6670.221237,12,0,1,0,2,No
0,33,6,0,1.581182348,1200,8,0,1,0,0,No
0.466145072,29,4,0,0.187406297,2000,6,0,0,0,0,No
0,63,21,1,0.288709901,7200,9,0,1,0,0,No
0.043215532,61,22,0,1595,6670.221237,16,0,0,1,5,No
0.438347603,43,11,0,0.325533175,3375,8,0,2,0,1,No
0.005424942,65,28,0,0.139234333,4100,17,0,0,0,1,No
0.036844737,51,13,0,0.363669725,2724,6,0,1,0,0,No
0.027193464,63,26,0,2366,6670.221237,8,0,1,0,0,No
0.073499619,76,27,0,672,6670.221237,7,0,1,0,0,No
0.070977755,58,17,0,0.207709949,9156,12,0,1,0,0,No
0.18130994,39,7,0,0.373008435,3200,5,0,1,0,1,No
0.598366803,81,38,0,0.084582853,2600,8,0,0,0,0,No
0.000661998,49,13,0,0.514916949,6200,5,0,1,0,1,No
0.06341549,73,18,0,0.094226443,4000,5,0,0,0,1,No
0.9500998,50,17,0,0.169021594,3750,3,0,0,0,0,No
0.590930341,30,5,2,0.197131058,4600,7,0,0,0,3,No
0.309617918,42,13,0,0.921413625,4300,11,0,1,0,1,No
0.053051183,44,9,0,0.005490571,12566,5,0,0,0,0,No
0.544703355,34,6,3,0.39386871,3000,11,0,0,0,0,No
0.9999999,58,16,0,0.309310889,1900,1,0,1,0,0,No
0.03519648,53,11,0,1364,6670.221237,3,0,1,0,0,No
0.049956969,52,16,0,1637,6670.221237,7,0,1,0,1,No
0.39165363,41,13,1,0.467733139,5500,10,0,2,0,1,No
0.065235176,51,18,0,0.551852839,3750,11,0,1,0,2,No
0.074261883,49,11,0,0.24943187,11000,5,0,2,0,2,No
0.69030969,49,14,0,0.305932015,4500,6,0,1,0,2,No
0.230167355,35,8,0,221,6670.221237,6,0,0,0,0,No
0.9999999,40,7,0,0.26949844,12500,4,0,1,0,2,No
0.655100089,62,23,1,638,6670.221237,5,0,0,1,0,No
0.27906253,46,15,0,912,0,9,0,0,0,0,No
0.051876856,62,20,0,0.210115476,15500,11,0,1,0,1,No
0.03282361,72,29,0,0.013843648,2455,4,0,0,0,0,No
0.9999999,23,1,0,0,201,1,0,0,0,0,No
0.285767028,48,12,0,0.385107659,15000,13,0,2,0,1,No
0.9999999,32,6,0,0.160946351,3000,3,0,0,0,4,No
0.009525122,43,13,0,0.677693526,12000,6,0,2,0,4,No
0.136458843,60,22,0,0.58297487,4416,21,0,2,0,0,No
0.524578787,66,27,0,0.654991726,7251,14,0,1,0,1,No
0.015465657,52,15,0,0.231933733,3500,19,0,0,0,3,No
0.518713921,72,24,0,0.311804009,22000,11,0,2,0,1,No
0.012676344,60,18,0,3329,6670.221237,15,0,1,0,0,No
0.01489851,43,8,0,0.000582496,6866,2,0,0,0,0,No
0.550778076,40,7,0,0.287658593,4334,9,0,0,0,1,No
0.357857129,65,17,1,0.145877975,17733,10,0,1,0,1,No
0.7074917,65,25,0,0.503213827,7000,5,0,1,0,0,No
0.507357646,32,7,0,0.373094765,3017,7,0,0,0,0,No
0.114714817,59,14,0,0.2033998,17000,7,0,2,0,1,No
0.4153591,54,18,1,4319,6670.221237,9,0,2,0,1,No
0.058111321,36,9,1,0.324349271,5416,8,0,2,0,0,No
0,69,26,1,0.437296037,2144,11,0,0,0,0,No
0.233063086,44,10,0,0.434570679,8000,10,0,2,0,0,No
0.60934073,55,14,0,0.641863961,2660,8,0,1,0,0,No
0.834355828,41,8,0,0.00685401,2917,1,1,0,1,0,No
0.67019415,36,11,0,0.441725862,3800,17,0,1,0,0,No
0.237879087,44,14,0,0.672465507,5000,9,0,2,0,3,No
0.051004171,50,16,0,207,6670.221237,12,0,0,0,0,No
0.312571479,33,7,0,0.107851172,6100,5,0,0,0,0,No
0.330657306,52,23,1,2204,0,23,0,0,0,1,No
0.351554688,38,9,1,1.250288351,2600,11,0,1,0,5,No
0.781968946,48,14,1,0.827261688,6587,19,0,2,0,0,No
0.295019419,62,25,0,0.644555128,8833,10,0,3,0,0,No
0,56,20,0,0.278120313,6000,7,0,2,0,2,No
0.024866156,87,41,0,0.002699055,5927,4,0,0,0,0,No
0.136652116,61,13,0,0.090080708,3840,4,0,0,0,0,No
0.47697933,35,5,0,0.264347131,5000,6,0,2,0,0,No
0.936397723,36,9,0,0.210134821,6452,6,0,1,0,3,No
0.03018754,37,9,0,0.406038756,8875,5,0,3,0,5,No
0.003824191,65,28,0,0.08271474,6600,9,0,1,0,0,No
1.332123412,54,11,3,469,6670.221237,3,1,0,0,0,No
0.005373846,60,20,0,0.149169359,8667,11,0,1,0,3,No
0.90211385,29,3,1,0.153423288,2000,3,0,0,0,0,No
0.09259139,60,24,0,0.347147623,17686,6,0,1,0,0,No
0.039296867,56,16,0,3318,6670.221237,9,0,3,0,1,No
0.121498606,45,12,0,185,6670.221237,4,0,0,0,0,No
0.954393966,28,4,1,0.048044069,14340,3,1,0,0,0,No
0.256392712,83,37,0,0.26514912,9488,13,0,2,0,1,No
0.349387551,33,4,0,0.308357751,7166,4,0,1,0,2,No
0.068729607,33,7,0,0.271182204,4000,4,0,1,0,0,No
3.603566072,71,22,0,0.054401423,12370,5,0,0,0,1,No
0,70,19,0,0.103965345,3000,8,0,0,0,0,No
0,84,25,2,5,6670.221237,4,1,0,1,0,No
0.108142697,26,3,0,0.003166139,6000,4,0,0,0,0,No
0.077618806,39,9,0,0.031172687,2020,8,0,0,0,2,No
0.604755459,87,43,1,0.366868198,4134,9,0,1,0,0,No
0.044100303,49,17,0,0.013915547,2083,7,0,0,0,1,No
0.092939291,36,8,0,0.245466321,4631,13,0,0,0,0,No
0.580347462,72,23,0,0.482451404,3703,7,0,1,0,1,No
0.400811477,56,21,0,1364,6670.221237,4,0,2,0,0,No
0.008494387,63,20,0,0.233739489,5826,17,0,1,0,1,No
0.038919619,43,10,0,4161,6670.221237,7,0,1,0,0,No
0.136048024,59,24,0,0.050336149,5800,8,0,0,0,1,No
0.019273092,48,17,0,0.203053283,10021,9,0,2,0,3,No
0.024229837,61,16,0,0.108002407,6647,12,0,1,0,0,No
0.203251336,30,3,0,0.508192169,3600,7,0,1,0,1,No
0.262488487,38,11,0,0.728214335,7240,6,0,1,0,0,No
0.901509849,33,6,1,0.128132981,23100,8,1,1,0,0,No
0,45,12,0,0.325499944,8850,3,0,1,0,3,No
0,29,5,0,473,6670.221237,5,0,0,0,1,No
0.3203572,47,15,0,0.089387239,3165,3,0,0,0,0,No
0.124950004,36,9,0,0.226207662,9004,6,0,1,0,2,No
0.026885902,36,8,0,0.344879921,11200,6,0,2,0,2,No
0.098903545,42,11,0,1476,6670.221237,7,0,1,0,1,No
0.154805576,54,21,0,0.232503291,18231,9,0,2,0,0,No
0.010499475,66,17,0,0.370050396,4166,6,0,2,0,0,No
0.033206284,43,10,0,0.593154552,2833,10,0,1,0,3,No
0.070098832,63,23,0,0.242619079,7620,24,0,3,0,0,No
0.040132778,71,35,1,0.504998649,3700,29,0,1,0,0,No
0.952713704,32,4,0,0.409619555,5072,8,0,0,0,3,No
0,52,14,0,0.41443006,6333,4,0,1,0,1,No
0.128914843,88,35,0,0.151898734,631,2,0,0,0,0,No
0.088186277,50,15,0,0.135769106,9250,4,0,1,0,4,No
0.216719951,46,15,0,1755,6670.221237,6,0,2,0,1,No
0.9999999,30,4,0,0.171531387,2500,1,0,0,2,0,No
0.76708409,55,17,0,0.543045664,9547,12,0,2,0,4,No
0.078921979,41,11,0,0.255504261,11263,6,0,1,0,2,No
0.747743006,44,14,0,0.351754386,9119,5,0,2,0,5,No
0.31884058,26,2,0,0.012658228,1500,1,0,0,0,0,No
0,59,18,0,1.181975437,5780,9,0,4,0,0,No
0.878866896,40,10,0,0.147170566,5000,8,0,0,0,5,No
0.49904118,42,12,0,3394,6670.221237,24,0,1,0,1,No
0.292308494,72,34,0,0.679722562,2450,12,0,1,0,0,No
0.9999999,25,2,0,0,1920,0,0,0,0,0,No
0.929609699,71,23,0,1.884032114,1120,8,0,0,0,1,No
0.095225851,55,16,0,99,6670.221237,2,0,0,0,0,No
0.142716194,66,21,0,0.154184582,10000,14,0,1,0,0,No
0.110379673,43,9,0,0.380702102,10083,13,0,2,0,1,No
0.125283676,62,23,0,0.255142857,10499,12,0,2,0,0,No
0.04961491,68,29,0,1.194675541,600,3,0,1,0,0,No
0.9999999,64,17,0,0.46975089,5900,8,0,1,0,1,No
0.58181056,65,21,0,0.141761006,7949,12,0,0,0,0,No
0.484872777,61,27,0,0.457824118,11700,21,0,3,0,1,No
0.542594321,34,5,0,0.149173395,2600,6,0,0,0,0,No
0.447727493,57,13,0,0.369185597,6470,7,0,1,0,0,No
0.032759972,67,23,0,0.408150664,3238,13,0,1,0,1,No
0.499750025,60,12,0,2.009569378,417,2,0,1,0,0,No
0.002879399,75,25,0,0.111972007,4000,8,0,0,0,0,No
0.9999999,29,5,0,0.263742365,1800,2,4,0,1,0,No
0.32149323,51,19,0,0.25794091,19833,16,0,2,0,2,No
0.60745237,47,13,1,0.607656669,4100,5,0,2,0,2,No
0.314666939,51,20,0,0.479839493,15450,19,0,2,0,2,No
0.012252999,73,36,0,0.003999619,10500,14,0,0,0,0,No
0.465841466,28,4,0,0.826086957,2000,4,0,1,0,1,No
1.001312418,40,11,0,0.244028842,4437,5,0,0,0,1,No
0.001085432,93,33,0,0.001028454,5833,18,0,0,0,1,No
0.111618024,48,16,0,0.260913029,3000,8,0,1,0,1,No
0,59,15,0,0.306923626,1400,5,0,0,0,0,No
0.275736213,39,11,0,0.155655095,2678,10,0,0,0,0,No
0.834604304,32,5,1,0.205529473,1916,5,0,0,0,0,No
0.013278761,70,25,0,0.260818253,5083,5,0,1,0,0,No
0.346556353,36,9,2,0.219496954,6400,9,0,0,1,3,No
0.114677365,34,7,0,0.068474474,6600,6,0,0,0,0,No
0.404403522,67,22,0,0.112710523,13893,11,0,0,0,0,No
0.874348839,50,15,0,0.340273363,6291,11,0,1,0,1,No
0.633086268,39,11,0,1023,6670.221237,4,0,1,0,0,No
0,59,14,0,0.083152808,6000,5,1,0,0,0,No
0.757539204,31,5,0,0.142831796,5635,8,0,0,0,0,No
0.9999999,50,17,0,46,6670.221237,0,0,0,0,0,No
1.000510152,49,13,0,0.291901759,6025,9,1,2,1,0,No
1.02372035,28,4,0,0.01164557,1974,2,0,0,0,0,No
0.943912449,41,10,1,0.347467609,13583,9,0,2,0,4,No
0.448060891,62,26,0,0.362763636,13749,16,0,2,0,1,No
0.219478052,34,5,0,0.864090606,1500,6,0,2,0,0,No
0,88,32,0,0,6670.221237,3,0,0,0,0,No
0.0132954,34,5,0,0.174416759,6300,7,0,0,0,1,No
0,80,21,0,9,6670.221237,6,0,0,0,0,No
0.037520108,64,25,0,1005,6670.221237,4,0,1,0,0,No
0.140605515,64,30,0,0.128774245,5000,26,0,0,0,0,No
0.014207702,74,36,0,751,6670.221237,11,0,0,0,0,No
0.042188986,61,26,0,1466,6670.221237,8,0,1,0,0,No
0.859490479,40,11,0,0.181705371,5640,5,0,0,0,0,No
0.027251103,52,14,0,0.276022139,5600,7,0,1,0,0,No
0.004630868,67,17,0,0.16395901,4000,4,0,0,0,0,No
0.094474792,55,18,0,0.33435011,5900,6,0,1,0,4,No
0.753267302,69,24,0,0.272370586,7900,8,0,2,1,1,No
0.009166384,72,18,0,0.068150209,2875,5,0,1,0,1,No
0.519399138,36,8,2,0.276077452,1600,3,2,0,0,0,No
0.199400009,56,16,0,1.371019843,2166,10,0,2,0,0,No
0.195785383,42,10,0,0.133896061,12083,10,0,0,0,2,No
0.011332578,75,34,0,0.001749563,4000,5,0,0,0,0,No
0.012718982,67,18,0,0.814728424,3000,3,0,2,1,1,No
0.133813022,64,27,0,0.198324022,5369,17,0,0,0,0,No
0.132324512,57,22,1,0.50969806,5000,9,0,3,0,2,No
0.009999571,68,27,0,0.205680705,9188,5,0,1,0,0,No
1.166079873,42,10,0,2.323169208,4000,16,0,6,0,2,No
0.873870871,78,23,1,0.196450887,4000,2,0,0,0,0,No
0.367072659,43,9,0,0.384903731,5868,9,0,1,0,0,No
0.630636936,49,17,0,6391,6670.221237,9,0,2,0,1,No
0.646490234,83,37,0,290,6670.221237,4,0,0,0,0,No
0.066393361,62,13,0,0.11798689,9000,3,0,1,0,1,No
0.045943168,54,14,1,0.558898666,3522,12,0,2,0,0,No
0.013563143,79,24,0,702,6670.221237,4,0,1,0,0,No
0.014014919,69,24,0,0.008891308,5510,9,0,0,0,1,No
0.606769449,42,10,1,0.532827546,6853,16,0,2,0,1,No
0.050942578,58,23,0,0.323645971,4541,13,0,1,0,3,No
0.201679832,33,6,0,0.053646668,16850,4,0,0,0,1,No
0.012808914,74,26,0,0.254696191,9528,8,0,2,0,0,No
0.003999902,72,28,0,0.176952381,10499,10,0,1,0,0,No
0.072327306,63,20,0,743,6670.221237,4,0,1,0,0,No
0,37,8,0,0,15500,1,0,0,0,2,No
0.393814158,35,6,0,0.124775045,5000,3,0,0,0,0,No
0.23394099,39,12,0,0.329364566,7726,15,0,1,0,3,No
0.064193581,51,13,0,0.087314662,4855,3,0,0,0,1,No
0,84,22,0,0.183877415,1500,7,0,0,0,0,No
0.645418327,32,4,0,0.149401568,2422,3,0,0,0,1,No
0.421104569,41,9,0,0.443288757,8075,7,0,1,0,1,No
0.017001174,66,16,0,36,6670.221237,7,0,0,0,0,No
0.19903398,70,29,0,0.281309891,12000,10,0,3,0,0,No
0.392192869,43,9,0,0.150205533,9000,8,0,0,0,2,No
0.875905391,28,2,0,0.144501666,3300,4,0,0,0,0,No
0.023586848,37,8,0,0.361957429,9583,8,0,3,0,2,No
0.030706568,63,25,0,0.148272699,6541,3,0,1,0,0,No
0.398568798,53,17,0,0.403888401,9103,13,0,2,1,1,No
0.005364444,59,14,0,6,6670.221237,3,0,0,0,2,No
0.17485504,53,11,0,0.248800468,8544,5,0,1,0,3,No
0.460362805,60,21,2,0.31667508,5942,6,1,0,0,0,No
0.875656391,53,20,0,2695,6670.221237,11,0,1,0,0,No
0.061698883,35,7,0,0.03285831,11016,12,0,0,0,2,No
0,35,6,1,0.556379673,9976,9,0,6,0,1,No
1901,48,10,0,0.371031114,9416,3,0,1,0,3,No
0.109578084,35,6,0,1.301261093,2140,3,0,2,0,0,No
0.801274841,63,15,0,0.467648943,1560,3,0,1,0,0,No
0,33,5,0,0.246701319,2500,5,0,0,0,2,No
0.9999999,61,17,1,1.311250714,1750,2,0,2,0,1,No
0.108343777,59,14,0,0.074195405,22588,7,0,1,0,0,No
0.14907859,35,5,0,0.373633545,6128,12,0,2,0,0,No
0.014333546,45,12,0,622,0,15,0,0,0,0,No
0.127774953,48,12,0,22,6670.221237,1,0,0,0,0,No
0.63036963,28,4,1,0.319516408,1736,3,0,0,0,0,No
0.049344256,70,18,0,0.039467681,13149,5,0,0,0,0,No
0.000508188,34,7,0,1834,6670.221237,9,0,1,0,0,No
0.045421106,69,30,0,0.124587541,10000,11,0,2,0,0,No
0.395063836,55,16,0,0.407146008,6800,14,0,1,0,1,No
0.804074745,50,16,0,0.347907225,3750,5,0,2,0,0,No
0.003444005,36,7,0,0.091980636,4750,12,0,0,0,0,No
0.131575957,46,9,0,0.007346354,5580,2,0,0,0,0,No
0.625807768,55,16,0,4066,6670.221237,5,0,2,0,0,No
0.487633147,45,13,0,0.386555951,12644,18,0,3,0,0,No
0.989010514,40,11,0,0.588533541,5127,12,0,1,0,0,No
0.068165755,80,27,0,0.363552739,9783,15,0,3,0,0,No
0.073643022,71,29,0,0.365880824,5386,6,0,1,0,0,No
0.51429977,58,21,0,0.962129734,8000,16,0,4,0,0,No
0.030577098,57,13,0,0.409615385,5199,4,0,1,0,0,No
0.096871045,64,21,0,2761,6670.221237,6,1,1,0,0,No
0.198131848,26,2,0,0.122347066,800,5,0,0,0,0,No
0.019156807,69,23,0,0.322509496,8160,6,0,2,0,0,No
0.284214473,47,13,0,0.613709063,6564,4,0,2,0,0,No
0.579797709,66,19,0,0.713446677,3234,7,0,0,0,0,No
0.141051845,65,26,0,2354,6670.221237,7,0,2,0,0,No
0.14510852,30,4,0,0.24635073,5000,9,0,1,0,0,No
0.109594411,68,27,0,0.171402383,12000,19,0,1,0,1,No
0.062056216,62,23,0,1948,6670.221237,4,0,1,0,0,No
0.037764907,78,34,0,0.006504879,7993,2,0,0,0,0,No
0.702136617,56,16,0,0.242281682,3400,8,0,1,0,0,No
0,36,6,0,1382,6670.221237,3,0,2,0,0,No
0.273451636,38,9,0,0.385415278,7500,7,0,1,0,0,No
0.015374039,26,3,0,0.101831502,2729,2,0,0,0,0,No
0.9999999,51,14,0,0,6670.221237,0,0,0,0,0,No
0.096199714,61,19,0,2843,6670.221237,14,0,2,0,0,No
0.122277614,42,9,1,0.339732602,5833,14,0,1,0,0,No
0.065868263,24,1,0,0.031914894,1879,2,0,0,0,0,No
0,55,17,0,0.658981296,8500,17,0,6,0,0,No
0.622658583,53,15,0,0.135622691,4600,5,0,0,0,1,No
0.068996283,41,13,0,0.293544007,8100,10,0,1,0,2,No
0.011335911,33,5,0,0.323148296,6250,4,0,2,0,0,No
0.45927981,57,20,0,0.237200483,5800,7,0,1,0,2,No
0.9999999,28,3,0,0.007691124,6500,3,0,0,0,0,No
0.04036119,89,42,0,1.154460719,750,9,0,1,0,0,No
0.105893047,51,20,2,0.751227496,610,13,0,0,0,0,No
0.087095645,61,15,0,0.006499188,8000,2,0,0,0,1,No
0.024700703,40,10,0,0.30364201,7083,11,0,1,0,2,No
0.16034698,76,21,0,0.134092253,6763,9,0,0,0,1,No
0.00827642,64,27,0,1.348802395,667,13,0,1,0,0,No
0.09957969,72,24,0,0.386895197,5600,7,0,1,0,0,No
0.771324864,42,9,0,44,6670.221237,2,0,0,0,0,No
0.664806247,31,5,0,0.391023339,2784,6,0,0,0,1,No
0.554954768,43,14,0,0.159738084,6566,7,0,0,0,5,No
0,36,9,1,0.53852419,6138,9,0,1,0,2,No
0.026184829,59,17,0,237,6670.221237,7,0,1,0,0,No
0.9999999,29,5,0,0.252792475,1700,1,0,0,0,1,No
0.773997296,42,10,0,1486,6670.221237,17,0,1,0,0,No
0.00652231,69,19,0,12,6670.221237,13,0,0,0,0,No
0.231194606,66,19,0,0.064953605,1400,4,0,0,0,1,No
0.057130933,33,5,0,0.452909418,5000,8,0,2,0,0,No
0.925185219,49,13,2,0.427961094,11000,5,0,1,0,1,No
0.004789222,37,5,0,0.223510596,2500,5,0,0,0,2,No
0.9999999,38,7,0,0.164964138,4600,3,2,0,0,0,No
0.128774245,34,4,0,0.151139544,2500,2,0,0,0,0,No
0.9999999,61,25,3,0.597867141,4500,13,0,3,0,2,No
0.000353982,79,38,0,26,6670.221237,12,0,0,0,0,No
0.169652296,44,13,1,0.743404312,7466,14,0,3,0,4,No
0.9999999,55,12,0,0.519412382,2858,6,0,1,0,2,No
0.233381157,39,11,0,0.383748139,4700,6,0,2,0,0,No
0.231158308,34,6,0,3746,6670.221237,10,0,3,0,2,No
0.132382892,71,20,0,0.04272997,5054,7,0,0,0,1,No
0.565297647,26,2,2,1.078431373,764,6,0,0,1,0,No
0.101488934,42,9,0,1415,6670.221237,6,0,1,0,0,No
0.023620011,45,12,0,3408,6670.221237,6,0,1,0,0,No
0.146031628,58,16,0,0.170119358,7288,6,1,1,0,0,No
0.200097219,32,5,0,0.796291246,3666,7,0,1,0,0,No
0.061673591,43,11,0,0.487267614,6400,11,0,2,0,2,No
0.037151283,47,13,0,0.119375852,6600,3,0,1,0,1,No
0.013982381,41,9,0,18,6670.221237,8,0,0,0,0,No
0.274515032,54,16,0,938,0,3,0,1,0,1,No
0.05300399,45,12,1,0.386818687,7191,14,0,3,0,2,No
0.062016249,84,30,0,38,6670.221237,6,0,0,0,0,No
0.006755469,89,40,0,9,6670.221237,5,0,0,0,0,No
0.420327041,63,19,0,0.181563687,5000,18,0,0,0,0,No
0.008447985,82,38,0,0.079350203,3200,7,0,0,0,1,No
0.029884007,74,32,0,0.196908055,1228,5,0,1,0,0,No
0.184168775,47,12,0,0.285387802,7000,17,0,3,0,1,No
0.041941092,75,33,0,101,6670.221237,5,0,0,0,0,No
0.127395753,80,18,0,0.029992107,3800,1,0,0,0,1,No
0.984474501,46,10,0,0.328250401,7475,8,1,1,1,2,No
0.009576739,55,19,0,0.349450885,19667,14,0,2,0,1,No
1.01996008,56,16,0,0.044079291,7667,7,0,0,0,0,No
0,66,29,0,0,6000,6,0,0,0,1,No
0.9999999,58,14,0,0.30514921,3417,1,0,1,0,0,No
0.9999999,66,23,0,0,6670.221237,1,0,0,0,2,No
0.765125521,49,14,0,0.317054413,5200,11,0,0,0,0,No
0.306307324,60,24,0,0.349859319,10306,12,0,3,0,1,No
0.000529766,78,22,0,0.558476395,1863,7,0,1,0,0,No
0.035267874,61,24,1,0.375202362,10500,10,0,1,0,0,No
0.9999999,38,7,0,1710,6670.221237,3,0,1,0,0,No
0,36,8,0,0.230923026,3000,3,0,0,0,4,No
0.009888614,63,27,1,0.271748879,3344,6,0,1,0,0,No
0.527905071,52,19,0,0.50499918,6100,12,0,1,0,0,No
0.203786414,47,12,0,0.184650997,5615,5,0,1,0,0,No
0.007258296,50,16,0,0.500333111,1500,10,0,1,0,0,No
0.767994993,33,6,0,0.76821889,3800,9,0,1,0,2,No
0.001783411,32,5,0,0.201159768,5000,9,0,1,0,0,No
0.9999999,70,19,0,1425,6670.221237,3,0,1,0,0,No
0.015711063,50,14,0,2784,6670.221237,16,0,2,0,0,No
0,33,5,0,0.421162237,10083,4,0,2,0,2,No
0.297710735,63,23,0,0.226709316,2500,9,0,0,0,0,No
0.275892331,46,13,0,0.627537246,10000,13,0,4,0,0,No
0.004405722,48,10,0,0.000465008,4300,4,0,0,0,0,No
0.069669276,32,6,0,0.100445663,5833,8,0,0,0,0,No
0.59170526,59,24,0,0.413179705,4946,9,0,1,0,2,No
0.017202231,64,19,0,0.007159071,5726,11,0,0,0,0,No
0.9999999,52,13,1,0.214447978,2200,2,1,0,0,0,No
0.044690589,54,20,1,0.537856441,9152,12,0,3,0,0,No
0.458882512,32,6,0,0.680703778,3466,8,0,1,0,0,No
0.024738055,82,33,0,17,6670.221237,2,0,0,0,0,No
0.9999999,63,22,0,0.046051415,5406,1,1,0,0,0,No
0.123191923,65,28,0,0.18470512,10800,7,0,2,0,0,No
0,33,8,2,1827,6670.221237,10,0,1,0,0,No
0.403112614,61,15,1,2.332667333,1000,11,0,1,0,0,No
0.9999999,48,13,0,0.152226968,3277,3,0,0,0,2,No
0.60073244,59,14,1,3410,6670.221237,7,0,2,0,3,No
0.709416999,49,16,2,0.477093336,12288,16,0,2,0,2,No
0.6508994,70,26,0,380,6670.221237,2,0,0,0,0,No
0.053535609,51,19,0,0.29055912,12000,9,0,2,0,4,No
0.398111899,64,17,0,2580,6670.221237,7,0,2,0,0,No
0,55,20,0,0.132309868,9900,9,0,1,0,0,No
0,73,32,0,0.283786036,6000,10,0,2,0,1,No
0.022773015,44,8,0,116,6670.221237,5,0,0,0,0,No
0.006654388,45,10,0,0.214509941,8600,4,0,1,0,4,No
0.028903,43,8,0,0.004072566,2700,5,0,0,0,0,No
0.015433205,52,15,0,1802,0,13,0,2,0,2,No
0.901644631,47,14,1,0.041264267,3416,9,0,0,0,2,No
0.365070078,31,5,0,0.264683829,4000,6,0,0,0,0,No
0.088516077,52,16,0,5860,6670.221237,10,0,2,0,2,No
0.90171906,43,9,0,0.761709121,3650,5,0,1,0,0,No
0.937070148,53,21,0,0.539619031,11496,17,0,2,0,3,No
0.026343913,36,8,0,0.072766812,5977,16,0,0,0,0,No
0.132403976,28,4,0,0.932135729,500,4,0,0,0,1,No
0.00604057,49,18,0,0.422938073,3600,6,0,1,0,1,No
0.183660545,57,22,0,0.367940524,7666,8,0,2,0,1,No
0.861209964,40,8,0,0.146308949,6000,3,0,0,0,1,No
0.309115147,50,13,0,1.423827687,4456,13,0,2,0,0,No
0.019183467,50,12,1,0.225600927,6905,11,0,1,0,0,No
0.024574386,77,18,0,29,0,2,0,0,0,0,No
0.390108909,32,7,1,0.194451387,4000,11,0,0,0,2,No
0.9999999,48,13,1,0,6000,0,3,0,0,3,No
0.031517479,46,9,0,11,6670.221237,2,0,0,0,0,No
0.012476293,43,10,0,0.005474887,4200,5,0,0,0,0,No
0.005466393,83,38,0,0.001759718,6250,11,0,0,0,0,No
0.221871013,42,10,0,0.317750845,12128,16,0,6,0,2,No
0.9999999,25,2,0,0,6670.221237,1,0,0,0,0,No
0.013326035,58,17,0,0.141645205,6600,11,0,1,0,0,No
0.105622005,45,12,0,0.614395887,3500,13,0,1,0,1,No
