UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.032569878,28,3,0,0.155411877,4175,9,0,0,0,0
0.004854581,72,35,0,0.095961615,2500,13,0,0,0,1
0.021050742,54,20,0,0.363656148,4594,8,0,1,0,3
0.316517693,40,11,1,0.102725654,7300,17,0,0,0,0
0.618264637,53,17,0,1.002624672,2666,7,0,1,0,0
0.416378057,50,16,0,0.756542193,3400,16,0,1,0,0
0.193451616,52,14,0,2317,0,7,0,1,0,0
0.908591982,37,10,3,0.597796143,9800,18,0,2,0,3
0.9999999,52,15,0,0.002285061,3500,3,0,0,0,1
0.940732661,70,25,1,0.249913465,8666,8,0,0,0,2
0.018515082,50,12,0,0.411858814,10000,8,0,2,0,2
0.316988574,48,15,0,0.402335626,6250,11,0,1,0,3
0.248361837,77,43,0,0.305148658,6894,35,0,0,0,1
0.370361073,61,18,2,0.444341588,8641,12,0,4,0,0
0,31,6,1,0.187271679,5200,3,2,0,1,1
0.364711365,63,22,0,0.252835896,11900,4,0,2,0,0
0.9999999,55,14,0,0.164708823,4000,1,0,0,1,0
0.690358316,49,17,3,0.275008182,9166,15,0,1,2,1
0.449201495,31,5,0,0.371018114,1600,8,0,0,0,1
0.291741652,50,17,0,0.302348826,2000,3,0,1,0,0
0,51,16,0,0.061380629,5750,5,0,0,0,0
0.040180055,78,29,0,0.06675896,6500,7,0,1,0,0
0.045308669,32,6,0,0.392362768,6284,16,0,1,0,0
1.346613546,28,4,1,0.116293342,3258,3,0,0,0,1
0.9999999,39,11,0,0.313860252,872,5,1,0,0,0
0,53,11,0,0.189544016,8530,5,0,1,0,1
0.571810645,38,11,0,0.352903535,6250,10,0,0,0,1
0.187812188,30,4,0,0.102917772,1884,2,0,0,0,0
0.184738454,63,15,0,0.051734274,1700,3,0,0,1,0
0.171097072,68,26,0,0.183881612,10000,9,0,1,0,0
0.338929429,47,10,0,0.354463308,14607,8,0,2,0,2
0.03327787,47,10,0,0.299610236,5900,5,0,1,0,2
0.479432988,46,11,1,0.513399537,7350,14,0,2,0,1
0.348610475,48,18,0,0.315936813,5000,8,0,0,0,0
0.553634464,58,23,0,0.321667564,13000,9,0,1,0,3
0.247060935,57,17,0,0.311264947,7944,22,0,2,0,1
0.11829735,55,17,0,0.351811245,11400,13,0,3,0,1
0.648356776,30,5,0,0.498189967,5800,10,0,2,0,0
0.018614615,54,13,0,0.115841099,10194,11,0,1,0,0
0.155961736,54,22,0,0.401491253,10460,26,0,2,0,2
0.341642879,69,24,1,1.083133356,5833,14,0,4,0,0
0.351031479,49,15,0,0.440444738,9083,16,0,1,0,2
0.300522952,34,6,0,0.085073964,15750,5,0,0,0,1
0.384587554,59,16,1,0.385384476,5500,8,0,2,0,0
0.678212965,42,7,0,0.056029994,4800,3,0,0,0,1
0.06600488,59,17,0,0.009590858,9800,9,0,0,0,0
0.797392408,48,16,0,0.581057242,16438,12,0,2,0,2
0.22425858,77,21,0,0.250662739,3394,7,0,1,0,0
0.033651756,78,33,0,0.134502062,6787,15,0,2,0,0
0.487628773,44,14,0,0.260224174,3300,6,0,0,0,0
0.027947285,65,21,0,0.148412865,4756,7,0,1,0,0
0.999834464,33,6,1,0.162215628,5054,2,0,0,1,0
0.342303419,29,3,0,0.063263525,4583,7,0,0,0,0
0.116309419,60,21,0,0.301020993,8716,11,0,1,0,0
0.024374391,34,8,0,0.583037906,3666,6,0,1,0,1
0.65838092,35,9,1,0.675109985,7500,14,0,3,0,2
0.9999999,60,19,1,0.415310428,3317,6,1,1,0,0
0.9999999,40,9,0,0.280448139,8300,5,0,2,0,0
0.736560928,73,21,0,0.205116453,24000,12,0,1,0,0
0.9999999,52,11,0,0.058478349,4941,1,0,0,0,2
0.984075398,37,8,0,0.386540658,9628,10,0,2,0,4
0.402575166,54,20,0,0.060093991,10000,4,0,0,0,3
0.247610886,68,30,0,0.861937634,4200,15,0,2,0,0
0.035992801,33,4,0,0.18144208,3383,5,0,0,1,1
0.904410673,37,10,0,0.333501666,9900,10,0,1,0,2
0.020348983,66,22,0,0.006496752,2000,9,0,0,0,0
0.748480886,32,5,0,0.356928614,5000,6,0,1,0,2
0.332360413,50,15,0,0.335302135,2200,11,0,1,0,0
0.936842757,35,7,0,0.367800106,20850,9,0,5,0,1
0.056708296,63,19,0,0.039807443,5400,18,0,0,0,1
0,30,4,0,0.364296081,6200,14,0,1,0,2
0.152118241,56,15,0,0.289846688,10370,11,0,1,0,2
0.756224378,42,8,0,0.432283858,2000,4,0,0,0,3
0.214748856,59,18,0,0.594147093,7790,15,0,5,0,2
0.993204072,41,11,0,0.803527866,5328,8,0,1,0,0
0.00799936,61,17,0,2.109020117,1540,9,0,3,0,0
0.455389008,29,3,0,0.03929607,10000,2,0,0,0,1
0.085699435,59,19,0,0.111809732,7315,13,0,1,0,0
0.9999999,41,12,0,0,6630,0,0,0,0,2
0.134932534,76,19,0,0.366855524,2117,4,0,0,0,0
0.382069453,59,21,0,0.313397564,5500,9,0,1,0,0
0.958547322,40,12,0,0.157434402,2400,5,0,0,0,4
0.021059734,63,19,0,0.172059808,4480,9,0,1,0,0
0.374717833,60,23,0,0.402323696,3700,4,0,1,0,0
0.282431892,51,19,1,0.23159605,8000,13,0,1,0,0
0.069021584,41,7,0,0.007041262,7100,4,0,0,0,2
0.388542041,38,9,0,0.549336339,7985,15,0,2,0,2
0.375013043,31,5,0,0.070200573,5583,6,0,0,0,0
0.041359876,36,6,0,0.013188683,4700,4,0,0,0,3
0.197118978,44,9,0,0.057130301,4550,7,0,0,0,1
0.028928627,39,10,0,0.084468146,10500,23,0,1,0,0
1.242524917,32,5,0,0.002390785,4600,1,0,0,0,1
0.40269871,56,24,0,0.304350152,18688,17,0,3,0,1
0.333055787,26,2,0,0.00359928,3333,2,0,0,0,0
0.497429984,72,30,0,1.091846298,3200,28,0,1,0,0
0.88820931,46,8,0,0.166193758,7400,3,0,0,0,0
1.00319936,43,8,1,0.229667657,3700,5,0,0,0,0
0.026115672,73,20,0,0.386761324,10000,6,0,3,0,0
0.031349968,71,25,0,0.171782241,15833,7,0,2,0,0
0.609442636,43,11,0,0.173222244,5160,8,0,0,0,3
0.335110815,29,3,0,0.206164098,2400,5,0,0,0,2
0.445302745,32,6,0,0.3798432,8800,10,0,2,0,2
0.97602157,48,14,0,0.384169498,5002,18,0,0,1,0
0.051607183,39,12,0,0.32698053,9706,11,0,3,0,1
0.058727772,39,11,0,0.219210651,4205,7,0,1,0,2
0.08334153,42,10,0,0.49316277,6800,9,0,1,0,0
0.088292838,41,9,0,0.542065419,7000,8,0,1,0,3
0.011413949,68,23,0,0.198051948,7083,6,0,1,0,1
0.030251412,81,27,0,0.264453349,3493,10,0,2,0,0
0.005210252,48,10,0,0.176831881,7000,6,0,1,0,1
0.86001037,54,21,4,0.616047994,8000,6,0,1,0,2
0.091893001,51,15,0,0.234322642,4177,9,0,1,0,0
0.03895773,81,21,0,0.023062731,2167,7,0,0,0,0
0.519435798,57,16,1,0.137784426,12700,11,0,1,0,0
0.020433577,76,25,0,0.003874516,8000,4,0,0,0,0
0.239702479,57,24,0,2379,0,9,0,2,0,1
0.068768055,67,26,0,0.16745283,5511,14,0,0,0,0
0.338152577,47,15,0,0.64652568,6950,10,0,3,0,0
0.17121949,53,18,0,0.419812701,6833,6,0,1,0,1
0.039755475,54,19,0,0.480398853,7320,12,0,3,0,0
0.058152304,63,28,0,0.281472443,9833,23,0,1,0,1
0.175200279,64,27,0,0.268849286,12400,16,0,2,0,0
0.987234451,44,13,0,0.116869016,10130,3,0,0,0,4
0.53601859,36,5,0,0.885475368,5500,7,0,2,0,1
0.046564281,47,10,0,0.0069986,5000,4,0,0,0,2
0.9999999,26,3,98,0,3900,0,98,0,98,0
0,83,39,0,0.142678049,16750,14,0,1,0,0
0.108786698,52,20,1,0.617564463,7833,16,0,3,0,0
0.042051781,87,22,0,0.006731051,3416,3,0,0,0,0
0.027777505,59,24,0,0.01271247,7000,10,0,0,0,0
0.9999999,67,22,0,0.083154031,7900,3,0,1,0,0
0.950791276,46,10,0,0.720404521,1680,7,0,1,0,3
0.014957083,76,30,0,0.035437761,10073,5,0,0,0,0
0.076180627,35,7,0,0.166916542,2000,2,0,0,0,2
0.9999999,45,8,0,0.007124109,2666,0,5,0,0,1
0,42,8,0,0.75844831,5000,12,0,1,0,0
0.9999999,56,21,2,1.015358771,4166,3,0,2,0,0
0.322302527,55,17,0,0.891304348,4875,19,0,2,0,0
0.667150976,33,5,0,0.215704573,7500,12,0,0,0,0
0.9999999,64,14,0,0.02178091,3121,2,0,0,0,2
0.493937784,53,21,0,0.537738184,4040,7,0,2,0,0
0.029352262,60,22,0,2.989005497,2000,17,0,2,0,0
0.024970737,69,32,0,0.46682863,5350,10,0,1,0,0
0.9999999,45,8,1,1.282103651,3916,5,1,3,2,2
0.196967207,48,11,0,0.461315172,8956,11,0,2,0,1
0.747049815,43,13,0,0.124671916,5333,4,0,0,0,0
0.250631807,58,18,0,0.397325334,8000,14,0,1,0,1
0.768454529,58,18,0,0.140008485,4713,11,0,0,0,1
0,28,3,0,0.103513174,3187,4,0,0,0,0
0,26,3,0,0,2800,1,0,0,0,0
0.169687957,41,9,0,0.154580722,3350,12,0,0,0,0
0.668245448,30,5,0,0.15302586,3750,4,0,0,0,0
0.079900968,47,14,0,0.110295266,6400,8,0,0,0,4
0.026179438,31,4,0,0.167895442,2983,4,0,0,0,0
0.9999999,70,20,1,0.315254237,3539,4,3,1,0,1
0.05301894,56,22,0,0.207439008,7500,7,0,1,0,1
0.000729154,79,29,1,0.331467413,2500,14,0,0,0,0
0,71,25,0,0,3803,1,0,0,0,1
0.9999999,51,15,0,0.963262555,2966,4,0,2,0,1
0.067911007,40,10,0,0.802798135,1500,9,0,0,0,0
0.171221313,73,31,0,289,0,7,0,0,0,0
0.9999999,47,14,0,0.419526824,3000,9,0,1,0,3
0.023468017,64,24,0,0.352789615,10090,10,0,1,0,0
0.282515024,32,5,0,0.49290142,5000,10,0,1,0,1
0.568350429,27,3,0,0.24813298,4150,8,0,0,0,0
0.044456874,67,24,0,0.218017353,5416,8,0,1,0,0
0.249325218,56,23,0,0.265044682,19358,20,0,1,0,0
0.412965586,38,9,0,0.439566872,6833,6,0,1,0,0
0.050779803,65,28,0,0.548738923,4400,7,0,1,0,1
0.916213138,26,2,1,0.489233419,1160,8,0,0,0,0
0.096569676,62,23,1,0.273972603,13139,9,0,2,0,0
0.028921965,80,27,0,0.130909091,1924,5,0,0,0,1
0.488297489,56,23,5,0.43294957,6166,28,0,2,0,0
0.945494385,36,5,0,0.125898157,3200,4,0,0,0,1
0.103449944,66,19,0,0.033097742,5800,5,0,0,0,1
0.036357134,71,24,1,0.015403324,7400,10,0,0,0,1
0.216181959,54,16,0,0.319639156,8202,7,0,1,0,4
0.221225327,45,10,4,0.542163719,2430,6,0,1,0,0
0.008637421,71,25,0,0.264122646,6000,11,0,1,0,0
0,27,3,0,0.647940075,800,4,0,0,0,0
0.834418861,43,8,0,0.480763405,3300,7,0,1,0,0
0.058597656,48,15,0,0.274954174,6000,6,0,1,0,1
0.857761853,39,9,0,0.149133979,7851,4,0,0,0,2
0.450473052,47,11,0,0.634433639,7300,15,0,3,0,3
1.059470265,26,2,1,0.430379747,1500,7,1,0,0,0
0.439792275,69,18,0,0.217855617,2340,5,0,0,0,0
0.641534587,65,23,1,0.098080384,3333,8,0,0,0,0
0.086761159,64,25,0,0.380050608,12250,14,0,4,0,0
0.340076494,31,5,1,0.919780597,5833,9,0,2,0,1
0.043440455,40,8,0,0.209337501,9916,12,0,1,0,2
0.656661199,48,16,0,0.546391753,3200,10,0,1,0,1
0.391134072,33,6,0,0.332622317,7500,11,1,2,0,0
0.0531842,62,25,0,0.868983588,7250,5,0,2,0,6
0.9999999,36,7,0,0.465079984,2562,5,0,1,0,0
0,73,18,0,0.262215478,6589,5,0,2,0,1
0.9999999,65,20,0,0.112098656,9000,2,0,0,0,1
0.056944371,35,8,0,0.167286245,7800,4,0,1,0,2
0.195581883,52,13,0,0.127606895,10500,16,0,0,0,0
0.708329912,53,13,0,0.537425358,7200,10,0,3,0,0
0.572242776,41,9,0,0.260615504,5133,3,0,1,0,3
0.269827783,64,26,0,0.455817673,2500,6,0,0,0,0
0.9999999,52,18,0,0.280743851,5000,2,0,2,0,0
0.132588815,49,14,0,0.297075296,8034,8,0,2,0,3
0.9999999,46,15,2,0.312769291,5105,4,0,0,0,1
0.57003028,29,3,0,0.087617668,2761,2,0,0,0,0
0.021897934,49,14,0,0.428262632,3700,9,0,2,0,0
0.9999999,25,2,0,0.090994814,2120,1,0,0,0,2
0.967610383,40,12,0,0.458442695,8000,6,0,2,0,0
0.02154795,60,25,0,0.119862139,7833,8,0,1,0,0
0.160519969,40,8,0,0.026437541,3025,2,0,0,0,0
0.023463867,84,23,0,0.010267495,3700,5,0,0,0,0
0.598560576,67,21,0,0.207103552,3997,6,0,0,0,0
0.830059323,57,19,0,0.321757432,3800,8,0,0,0,1
0.81717358,56,14,0,0.728830851,4900,9,0,1,0,3
0.104425106,52,19,0,0.4023994,4000,7,0,2,0,0
0,73,24,0,0,3694,4,0,0,0,0
0.681071858,40,7,0,0.371542819,3000,5,0,0,0,3
0.255698712,57,19,1,0.436388392,11750,11,0,1,0,3
2.384580771,48,14,1,0.19561858,11000,9,0,0,0,0
0.111672256,30,4,0,0.264292409,3200,8,0,1,0,0
0.006088666,60,14,0,0.184675835,6616,7,0,1,0,1
0.348794148,74,30,0,0.756276383,4500,9,0,1,0,0
0.009616031,56,18,0,0.111146195,9500,12,0,1,0,0
0.001856449,57,19,0,0.001141227,10514,8,0,0,0,2
0.066469172,25,2,1,0.263260341,2054,7,1,0,0,2
0.014622687,62,21,0,0.009997778,4500,10,0,0,0,1
0.889755969,46,14,4,0.309508339,4616,7,0,1,1,1
0.741243987,56,23,1,0.314868805,2400,9,1,0,0,1
0.202129639,54,16,0,0.637508999,8333,20,0,3,0,2
0.045997956,42,10,0,0.418651154,5500,9,0,2,0,0
0.90415344,47,15,0,0.198466922,6000,5,0,0,0,4
0.02470888,35,6,0,0.067590988,7500,10,0,0,0,0
0.060884975,49,14,1,0.632038612,4350,10,0,1,0,0
0,27,3,0,0,1,2,0,0,0,0
0.9999999,39,9,0,0.089181146,20833,4,0,1,0,3
0.039294242,46,12,0,0.017556693,4100,5,0,0,0,2
0.003333196,55,12,0,0.158085323,8836,9,0,2,0,0
0,33,7,0,0.653942286,4400,9,0,1,0,2
0.158378492,47,16,0,0.17322771,12370,8,0,1,0,1
0.157013853,36,9,0,0.21325435,2700,4,0,0,0,2
0.215118992,73,18,0,0.026065707,3682,3,0,0,1,0
0.926229895,52,18,0,0.866920689,7085,18,0,6,1,2
0.077308261,64,25,0,0.439731738,5516,14,0,1,0,0
0.476211938,70,31,0,0.339107262,1500,6,0,0,0,0
0.266726282,69,21,0,0.400762752,6292,3,0,1,0,1
0.073074113,39,9,0,0.232425781,6500,7,0,1,0,1
0.032022252,71,19,0,0.335132973,5000,6,0,1,0,0
0.9999999,47,13,1,0.307924377,9943,8,0,2,0,1
1.953488372,36,7,1,0.19160105,5333,4,2,0,0,4
0.012631394,50,19,0,0.206088643,6700,7,0,1,0,3
0.278941971,72,28,2,0.73362131,4166,18,0,2,0,0
0.02249775,32,4,0,0.374141162,1600,3,0,0,0,0
0.027476456,75,23,0,0.298536117,4166,7,0,1,0,0
0.01738289,62,26,0,0.257408069,2800,9,0,1,0,1
0,64,17,0,0.070873139,4500,5,0,0,0,0
0.204281604,51,14,0,0.403719256,5000,9,0,1,0,0
0.124003585,49,18,0,0.257308661,9132,9,0,3,0,4
0.478053666,50,17,0,0.259498409,10685,8,0,1,0,0
0.014115951,68,22,0,0.004320203,3934,5,0,0,0,0
0.019463098,65,24,0,0.18003611,3876,10,0,0,0,1
0,61,16,0,0.77159309,2083,4,0,1,0,0
0.609715764,42,13,0,7.564940963,1100,9,0,4,0,2
0.192090395,40,7,0,0.243756121,8167,3,0,1,0,1
0.004481275,74,26,0,1.688863375,870,26,0,1,0,0
0.369277926,42,11,1,1.063698024,3390,11,1,2,2,4
0.162178365,51,12,0,0.687437521,3000,12,0,1,0,1
0.346298724,59,26,0,0.514110756,3755,16,0,1,0,0
0.02878028,45,12,0,0.450036664,15000,14,0,3,0,2
0.316674659,65,23,0,0.847547641,3200,30,0,1,0,0
0.007953573,47,16,0,0.003875368,6450,3,0,0,0,1
0.387929467,32,5,0,0.527175844,2814,5,0,1,0,0
0.248365297,67,29,0,0.239069111,2835,8,0,0,0,0
0.121750133,39,7,0,0.202290076,3143,5,0,0,0,0
0.855476302,52,17,0,0.74545091,5000,13,0,1,0,3
0.9999999,31,5,0,0.164703217,4413,2,0,0,0,0
0,53,15,0,0.354938272,3887,8,0,1,0,0
0.023873264,34,6,1,0.218584591,5100,11,0,0,0,0
0.9999999,45,14,1,0,2753,0,0,0,0,0
1.002431775,30,5,3,0.456405487,4300,7,0,0,0,1
0.847626978,48,16,0,0.199382444,6800,3,2,1,0,3
0.128149119,43,14,0,0.366810924,6700,6,0,1,0,1
0.9999999,53,19,0,0.224,1749,1,0,0,0,0
0.974343966,44,11,0,0.793400825,2666,10,0,2,0,0
0.56559959,42,14,3,0.330506946,5542,13,0,0,0,0
0.995024876,31,4,0,0.274801061,3769,5,2,0,0,2
0.95985233,29,4,0,0.184003809,4200,8,0,0,0,0
0.010878758,59,15,0,0.168706823,8250,12,0,1,0,1
0.017188725,31,4,0,0.011325783,1500,12,0,0,0,0
0.435016985,77,33,0,0.284988934,15361,7,0,2,0,0
0.47260274,38,9,2,0.01214128,905,4,5,0,2,2
0.22590584,69,30,0,0.52345046,6630,11,0,1,0,0
0,43,10,0,0.133746782,8545,6,0,0,0,3
7.37E-05,47,13,0,0.280419518,11250,7,0,2,0,3
0.120988779,32,7,0,0.134460771,7213,10,0,0,0,3
0,44,10,0,0.46747318,4380,9,0,1,0,3
0.024503769,63,27,0,0.00459908,5000,7,0,0,0,0
0.129639063,53,16,0,0.189501779,17983,9,0,1,0,0
0.195000552,49,16,0,0.060979397,9658,16,0,0,0,0
0.038620642,64,28,0,0.036306235,3800,9,0,1,0,0
0.309698101,35,9,0,0.643880032,3700,13,0,0,0,0
0.022562945,83,25,0,0.002888247,4500,4,0,0,0,0
0.178109097,30,4,1,0.571336761,4667,12,0,1,0,0
0.006832644,82,28,0,0.002056908,2916,4,0,0,0,0
0.014714023,58,20,0,0.001999826,11500,10,0,0,0,0
0.00049975,30,5,0,0.689006467,1700,5,0,1,0,0
0.013199749,53,12,0,0.247306562,2041,6,0,0,0,2
0.9999999,51,14,0,0,4800,0,0,0,0,2
0.171701968,28,3,0,0.24326576,3600,10,0,0,0,0
0.634712566,54,17,0,0.092040789,7550,8,0,0,0,0
0.214806278,33,4,0,0.780741705,4610,7,0,2,0,3
0,71,27,0,0.33341365,16600,9,0,3,0,0
0.033209919,34,7,0,0.123700347,3750,9,0,0,0,0
0.878815025,50,12,0,0.719808017,7708,13,0,3,0,0
0.037932121,55,14,0,0.238933426,5737,9,0,1,0,0
0.81678798,45,15,0,0.394819962,7914,11,0,1,0,0
1.091272485,31,5,1,0.367588933,4300,5,0,1,2,2
0.151266133,37,9,0,0.618887015,4150,8,0,1,0,3
0.493980185,61,28,0,0.604147764,7714,14,0,3,0,0
0.007259884,54,14,0,0.124769628,5425,16,0,1,0,0
0.087426074,75,32,0,0.181049069,6500,4,0,1,0,0
0.001313504,42,9,0,0.846522386,6052,3,0,1,0,0
0.535875095,31,6,0,0.204552445,3250,7,0,0,0,1
0.029849261,67,16,0,0.136944897,4300,5,0,0,0,0
0.223132232,34,7,1,0.257412978,4653,5,0,0,0,1
0.024980338,74,21,0,0.197231834,2600,11,0,1,0,0
0,57,23,4,0.110392956,21350,13,4,2,0,2
0.604931465,57,18,0,0.61352657,2276,5,0,1,0,0
0.080051681,38,9,0,0.216594469,3000,8,0,0,0,0
0.879249595,36,7,0,0.330866913,10000,7,0,2,0,1
0.007956172,62,18,0,0.294771969,3595,5,0,1,0,0
0.075208136,56,17,1,0.292488666,8160,6,0,2,0,0
0.518534432,48,12,0,0.71162307,12500,9,0,4,0,0
0.9999999,43,10,0,0.114714228,2466,1,1,0,0,0
0.172860905,52,20,0,0.502444082,6750,10,0,1,0,1
0.001327773,42,8,0,0.000187441,5334,4,0,0,0,3
0.9999999,21,0,0,0,800,2,0,0,0,0
0,66,23,0,0,12597,4,0,0,0,1
0.078223283,62,21,0,0.012519562,5750,4,0,0,0,0
0.311976546,62,20,0,0.48187651,12000,16,0,2,0,0
0.9999999,28,4,0,0.225484072,1600,2,1,0,0,0
0.519946948,44,14,0,0.398838198,7057,9,0,1,0,5
0.060910144,58,24,0,0.243256644,10083,13,0,2,0,0
0.630672204,37,8,0,0.347337153,4712,8,0,0,0,2
0.036496048,56,20,0,0.361396899,6900,12,0,2,0,0
0.255315221,49,16,1,0.277440448,8563,8,0,2,1,2
0,44,11,0,0.04199729,15500,14,0,0,0,2
0.643391808,48,17,0,0.5875467,4014,9,0,1,0,2
0.166433338,68,23,0,0.33281768,4524,17,0,0,0,0
0.825802571,71,28,0,0.447189623,1618,12,0,0,0,0
0.18441953,65,24,0,0.179513124,16800,5,0,1,0,0
0.441395417,37,7,0,0.367451651,7600,6,0,1,0,1
0.759858132,52,15,0,1.133916991,3083,24,0,1,0,1
0.891588522,59,26,2,0.453011731,7586,16,0,2,0,3
0.9999999,55,14,0,0.311817279,24167,7,0,2,0,2
0.148912667,50,13,3,0.430856791,6500,14,0,1,0,1
0.083977674,85,42,0,0.633894351,6000,9,0,1,0,0
0.856100527,53,21,0,0.204773869,6367,14,0,0,0,0
0.423365369,66,17,1,0.477201403,5416,11,0,1,0,1
0.061333883,44,14,0,0.172304616,6000,6,0,1,0,3
0.073038109,30,5,0,0.284753363,6689,7,0,2,0,0
0.079489653,56,17,0,0.465627609,7185,12,0,1,0,0
0.307236154,39,7,1,0.109272582,12509,13,0,0,0,0
0.110865504,79,34,0,0.539400102,5900,11,0,2,0,0
0.046494188,31,5,0,0.033781455,2900,5,0,0,0,0
0.746521528,54,14,0,0.58912145,7500,4,0,1,0,2
0.032847474,83,32,0,0.008049369,7453,5,0,0,0,0
0.014599416,39,11,0,0.110289769,6763,15,0,1,0,0
0.004930118,74,31,0,0.319408407,3853,14,0,2,0,0
0.329664803,73,28,0,0.549760973,2300,11,0,1,0,0
0.00783662,52,17,1,0.190165828,12120,17,0,1,0,1
0.105984852,44,14,1,0.263298518,8233,14,0,1,0,0
0.9999999,27,3,0,0.246701319,2500,5,0,0,0,0
0.875612439,35,7,1,0.417070805,6185,7,0,1,0,2
0.730741761,63,28,1,0.276706959,3060,9,0,1,0,0
0.413608839,90,29,0,0.38507084,4728,14,0,0,0,0
0.9999999,28,3,0,0.123938031,2000,4,0,0,0,0
0.527573801,44,14,2,0.435429461,11560,11,1,1,0,0
0.479552045,51,11,2,0.095099249,8916,6,0,0,0,2
0.102750524,67,25,0,0.30614471,8250,5,0,1,0,0
0.836313186,54,21,3,1.221411902,3427,13,1,2,1,0
0.491262936,50,14,1,0.427653192,7000,13,0,1,0,3
0.385184142,50,15,0,0.20412734,6250,5,0,1,0,0
0.838859335,59,28,1,0.679432057,10000,21,0,3,0,0
0.013971546,43,9,0,0.0980816,3700,11,0,0,0,0
0.9999999,40,8,0,0.433603046,2100,2,1,0,0,2
0,41,8,0,0.74285143,5000,9,0,1,0,0
0.94330298,56,14,0,0.315877892,20833,10,0,2,0,3
0.513754174,51,20,0,0.547383624,9000,12,0,2,0,3
0.000816052,63,25,0,0.769134645,3200,18,0,2,0,0
0.302419395,49,15,0,0.542774686,4850,14,0,1,0,2
0.242858117,55,14,0,0.734220136,3833,11,0,1,0,0
0.01239938,34,5,0,0.32307452,6400,7,0,1,0,2
0.067287905,70,21,0,0.488919668,2165,13,0,2,0,0
0.562874251,27,2,0,0.283987915,1323,2,0,0,0,0
0.125397012,48,10,1,0.057710867,5180,4,0,0,0,0
0.018879622,79,38,0,0.104660539,6200,8,0,0,0,0
0.124241993,70,26,0,0.722032702,8500,18,0,5,0,1
0.092365278,76,24,0,0.054149001,8254,11,0,1,0,0
0.149831769,63,21,0,0.149641726,6000,7,0,1,0,0
0.062316814,41,12,0,0.221080949,4088,7,0,1,0,4
0,61,21,0,0.337704918,4879,6,0,1,0,1
0.650281413,30,3,0,0.343628486,9000,8,0,0,0,0
0.034152728,72,27,0,0.004190077,10500,14,0,0,0,0
0.795122852,68,32,0,0.149568309,3937,14,0,1,0,0
0.196605313,53,16,0,0.144294138,2882,16,0,0,0,3
0.293027546,70,27,0,0.017331889,12000,11,0,0,0,0
0.121177009,66,27,1,0.191090795,11156,19,0,3,0,0
0.002591367,78,36,0,0.003131775,4150,17,0,0,0,0
0.9999999,37,7,0,0,1781,0,0,0,0,0
0.030371204,48,9,0,2.092422981,1200,3,0,2,0,2
0.043186855,38,8,0,0.151969606,5000,4,0,0,0,0
0.9999999,48,11,0,0.402582819,5342,5,0,3,0,2
1.00769923,36,9,1,0.146458062,4601,11,0,0,1,2
0.20582264,43,9,0,0.175586661,9715,12,0,0,0,2
0.456084618,39,7,1,0.214301239,4600,5,0,0,0,0
0.622432285,39,8,0,0.035268714,4167,5,0,0,0,0
0.057396174,40,10,0,0.462341702,4500,8,1,1,0,0
0.496750241,51,17,0,0.60824082,4683,17,0,1,0,1
0.9999999,26,3,0,0.120586276,1500,2,1,0,0,0
0.113385182,41,10,1,0.185188937,9870,17,0,2,0,2
0.754966887,50,14,0,0.001594896,1880,1,0,0,0,0
0,57,17,0,0.092306073,9500,13,0,1,0,2
0.50711823,49,18,0,0.507199891,14652,13,0,2,0,0
0.030998893,76,24,0,0.007140817,3500,4,0,0,0,0
0.826682972,49,19,0,0.355491561,12500,15,0,2,0,1
0.064746763,42,9,0,0.266990947,7400,6,0,2,0,0
0.031132296,81,21,0,0.826959847,3137,2,0,1,0,0
0.144862655,44,11,0,0.145178883,9167,4,0,1,0,0
0.318187799,27,4,2,0.138863173,5400,11,0,0,0,0
0.82597994,50,11,1,0.134229081,7516,6,0,0,0,2
0,44,14,0,0.392237577,3400,6,0,1,0,0
0.057059877,37,7,0,0.332078579,8500,5,0,1,0,1
0.056226572,64,23,0,0.009996002,2500,5,0,0,1,0
0.040991802,51,16,0,0.20808336,6333,6,0,1,0,1
0.570889944,78,23,0,0.661377709,5167,13,0,0,0,0
0.422179538,39,8,0,0.400839454,5717,7,0,1,0,2
0.030168953,37,9,0,0.115802383,5707,11,0,0,0,0
0.36219367,42,10,0,0.573531454,7200,19,0,2,0,4
0.302739452,34,7,0,0.075784843,5000,2,0,0,0,0
0.184871923,64,18,0,0.328369231,8124,11,0,2,0,0
0.328991976,43,13,0,0.847197429,2800,9,0,2,0,2
0.592571106,62,18,0,0.38787071,3000,4,0,0,0,1
0,82,24,0,0.056792428,7500,9,0,0,0,0
0.011734892,44,10,0,0.408033098,5800,13,0,1,0,1
0.526462124,31,5,0,0.327672328,1000,3,0,0,0,0
0.87541214,50,12,0,0.2579605,7442,6,1,0,1,2
0.606553406,42,14,0,0.366275716,5200,10,0,2,0,3
0.876237351,44,14,0,0.634243288,26667,17,0,10,0,0
0.282026592,33,6,0,0.471504307,9053,11,0,3,0,2
0.961718381,43,8,0,0.309625821,3500,6,0,0,0,2
0.9999999,40,10,0,0,2500,0,1,0,0,2
0,66,22,0,0.44275954,6000,7,0,2,0,0
