Cust_No,Gender,Title,City,County,Country,Occupation,Manufacture,OS,Tarriff,Tarriff_Type,Payment_Method,Contract_Length,AVG_of_Bill_Amount,AVG_of_OOB_Total_Charge,AVG_of_OOB_Amount_to_Total_Amoun,AVG_of_Voice_Usage,AVG_of_SMS_Usage,AVG_of_Data_Usage,Age,Churn_Fl
1003089,male,Mr.,Saltash,Cornwall,England,Private investigator,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,73.561,8.559913965,0.114671788,467.502,858.501,6785.376,51,0
1003090,male,Mr.,Porthleven,Cornwall,England,Training and development manager,Apple,iOS,Red,Post-Pay,CC,24,36.463,1.462103705,0.040018213,81.2402,119.655,797.3601,38,0
1003091,male,Mr.,Newport on Tay,Fife,Scotland,Scientific illustrator,Nokia,Proprietary,Red,Post-Pay,DD,24,36.073,1.073650104,0.029648586,78.8062,146.153,689.8275,42,0
1003092,female,Dr.,Bowness on Windermere,Cumbria,England,Mariner,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,66.018,1.018222057,0.014939427,427.234,668.445,3609.865,40,0
1003093,male,Mr.,Pittenweem,Fife,Scotland,Shipping clerk,HTC,Android OS,Red Premium,Post-Pay,DD,18,48.847,3.847611741,0.078276258,172.014,247.921,1468.392,53,1
1003094,female,Ms.,Westhill,Aberdeenshire,Scotland,Library clerk,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.964,0.96350413,0.026741689,111.27,148.469,576.4444,19,0
1003095,female,Ms.,Moffat,Dumfries and Galloway,Scotland,Die maker,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.648,0.649043003,0.018119651,111.601,144.939,569.2914,62,0
1003096,male,Mr.,Dollar,Clackmannanshire,Scotland,Commission clerk,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,55.791,5.790713539,0.099988098,251.824,354.217,3616.634,29,0
1003101,male,Mr.,Dalbeattie,Dumfries and Galloway,Scotland,Proofreader,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,75.546,10.5462823,0.13846879,488.467,835.969,7344.143,31,0
1003102,male,Mr.,Merville Garden Village,County Antrim,Northern Ireland,Signal and track switch repairer,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,57.718,7.716916707,0.132668504,339.026,493.632,4987.824,39,0
1003104,female,Ms.,Eaglescliffe,County Durham,England,Microchip processor,Nokia,MeeGo OS,Red Essentials Premium,Post-Pay,DD,18,67.563,2.563791388,0.036796948,509.393,620.552,4258.37,51,0
1003105,male,Mr.,Stotfold,Bedfordshire,Northern Ireland,Watch repairer,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,79.305,14.30670871,0.178401589,475.181,705.07,8051.744,33,0
1003106,male,Mr.,Stotfold,Bedfordshire,England,Motorboat mechanic,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,74.004,9.003600165,0.119577092,493.683,745.16,6897.881,23,0
1003107,male,Mr.,March,Cambridgeshire,England,Asbestos abatement worker,Motorola,Android OS,Red Essentials,Post-Pay,DD,24,57.037,7.036227817,0.122065345,322,579.721,4135.308,32,0
1003108,female,Ms.,Portadown,County Armagh,Northern Ireland,Risk manager,Nokia,Symbian OS ,Red Essentials,Post-Pay,CC,24,51.306,1.306123585,0.024392891,284.686,375.695,1869.697,34,0
1003109,female,Ms.,Tranent,East Lothian,Scotland,Prison guard,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,77.818,12.81989527,0.161957467,680.37,789.767,5210.929,27,1
1003111,female,Mrs.,Truro,Cornwall,England,Rural mail carrier,HTC,Android OS,Red Premium,Post-Pay,DD,18,47.407,2.406430697,0.05026195,227.814,241.39,1147.872,46,0
1003113,female,Ms.,Haddington,Lothian,Scotland,Repairer,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.883,1.882753507,0.040015247,221.84,254.805,1112.822,49,0
1003115,male,Mr.,Portadown,County Armagh,Northern Ireland,Administrative clerk,Apple,iOS,Red Super,Post-Pay,CC,24,96.738,21.73908699,0.223152874,628.351,939.773,10083.17,35,0
1003117,male,Mr.,Monifieth,Angus,Scotland,Member services counselor,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,55.933,5.933354582,0.105126699,311.875,596.846,4247.451,31,0
1003118,male,Mr.,High Wycombe,Buckinghamshire,England,Smoke jumper,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,56.571,6.569630413,0.11483463,329.86,568.973,4039.603,32,0
1003119,female,Mrs.,Pitcoudie,Fife,Scotland,Local account executive,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.74,2.741450976,0.0568711,216.67,241.48,1312.092,22,0
1003120,male,Mr.,Camborne,Cornwall,England,Baker,HTC,Android OS,Red Essentials,Post-Pay,DD,24,50.717,0.715959128,0.013806652,225.427,378.013,3361.371,50,0
1003122,male,Mr.,Camborne,Cornwall,England,Stenocaptioner,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,48.628,3.628500927,0.074348649,157.033,249.233,1598.285,26,0
1003123,male,Mr.,Harrington,Cumbria,England,Support specialist,HTC,Android OS,Red Essentials,Post-Pay,DD,24,55.253,5.252046061,0.094247228,319.662,486.706,3992.435,35,0
1003124,male,Mr.,Nantwich,Cheshire,England,Astronomer,Samsung,Proprietary,Red,Post-Pay,DD,24,35.944,0.944353286,0.025971469,54.6761,96.3172,622.5979,51,0
1003125,female,Ms.,Harrington,Cumbria,England,Photographic processing machine operator,ZTE,Android OS,Red,Post-Pay,DD,24,36.057,1.056703983,0.029177888,104.461,121.615,560.2397,46,0
1003127,female,Mrs.,Portadown,County Armagh,Northern Ireland,Cost estimator,Motorola,Android OS,Red,Post-Pay,DD,24,35.845,0.843251053,0.023390318,110.811,144.523,567.1251,40,0
1003128,male,Mr.,Carlisle,Cumbria,England,Dairy farmer,Nokia,Proprietary,Red,Post-Pay,DD,24,35.234,0.233429269,0.006483479,52.6414,99.8058,481.9972,30,0
1003129,male,Mr.,Fowey,Cornwall,England,Transcriber,Google,Android OS,Red Essentials,Post-Pay,DD,24,56.194,6.19412428,0.108434489,324.455,483.486,4160.374,53,0
1003130,male,Mr.,Merville Garden Village,County Antrim,Northern Ireland,Financial services sales agent,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,55.038,5.037406131,0.090276355,321.539,601.965,4223.174,30,0
1003131,female,Mrs.,Holywood,County Down,England,Public relations representative,Samsung,Proprietary,Red,Post-Pay,DD,24,36.088,1.088722947,0.030068622,111.157,124.003,662.8399,40,0
1003132,female,Ms.,Stotfold,Bedfordshire,Northern Ireland,Pilates instructor,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,45.725,0.726189202,0.015641577,163.963,176.824,967.3198,37,0
1003133,female,Mrs.,Glenrothes,Fife,England,Fish cutter,Samsung,Proprietary,Red Super,Post-Pay,DD,24,87.612,12.61135948,0.141064259,855.512,958.321,7738.342,28,0
1003134,female,Mrs.,Harrington,Cumbria,England,Control room trainee,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,56.431,6.431018627,0.112847239,442.03,499.782,3723.33,33,0
1003135,male,Mr.,March,Cambridgeshire,England,Computer training specialist,Motorola,Proprietary,Red,Post-Pay,DD,24,36.801,1.801844866,0.048809586,85.0412,146.239,696.0662,24,1
1003136,female,Mrs.,Newbury,Berkshire,England,Casino cashier,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,68.931,3.930586614,0.053269554,520.628,573.876,5307.673,33,0
1003137,male,Mr.,Newport Pagnell,Buckinghamshire,England,Coil finisher,Apple,iOS,Red Essentials,Post-Pay,DD,24,60.512,10.51120707,0.172022233,318.075,496.393,4853.234,16,0
1003138,male,Mr.,Airth,Falkirk,Scotland,Gaming cage worker,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,CC,18,84.53,19.53027255,0.226808562,538.388,932.682,7269.232,22,1
1003139,male,Mr.,Holywood,County Down,England,Medical writer,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,75.05,10.05046309,0.132522761,466.019,849.397,7143.529,27,0
1003140,male,Mr.,Northstowe,Cambridgeshire,England,Motorcycle mechanic,Motorola,Android OS,Red Premium,Post-Pay,DD,18,45.443,0.442732965,0.009397646,118.292,208.023,1016.852,24,0
1003141,female,Ms.,Glenrothes,Fife,England,Materials engineer,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.314,1.315247903,0.028024807,222.004,240.211,1118.669,62,0
1003142,female,Ms.,Dunstable,Bedfordshire,England,Mechanic,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,57.573,7.574088427,0.129841456,434.063,480.571,4058.595,26,0
1003144,male,Mr.,North Berwick,Lothian,Northern Ireland,Railroad signal operator,Nokia,Symbian OS ,Red,Post-Pay,CC,24,35.39,0.388591934,0.010980275,48.6473,139.23,392.9989,47,1
1003145,female,Mrs.,Portadown,County Armagh,Northern Ireland,School and college counselor,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,73.097,8.095541638,0.109052925,654.298,738.667,5786.394,33,0
1003146,male,Mr.,Fowey,Cornwall,England,Public relations specialist,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,73.827,8.827573085,0.11758092,471.933,837.018,6885.292,49,0
1003147,female,Mrs.,Newbury,Berkshire,England,Teletype operator,Apple,iOS,Red,Post-Pay,CC,24,36.271,1.270760878,0.034852964,110.268,119.47,645.4166,49,0
1003148,female,Mrs.,Banbridge,County Down,Northern Ireland,Production manager,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,53.046,3.04561208,0.054868394,351.463,381.01,3215.121,50,0
1003150,female,Mrs.,Newbury,Berkshire,England,Laboratory animal technologist,Apple,iOS,Red,Post-Pay,DD,24,36.129,1.128633624,0.031046032,107.464,121.994,686.1307,20,0
1003151,female,Mrs.,Marazion,Cornwall,England,Curator,Samsung,Android OS,Red,Post-Pay,DD,24,36.152,1.152603835,0.03156719,108.471,121.442,637.9743,59,0
1003152,male,Mr.,Harrington,Cumbria,England,Staffing manager,Nokia,Microsoft,Red,Post-Pay,DD,24,35.422,0.420842791,0.011752471,62.1357,115.167,496.142,55,0
1003153,female,Ms.,Peterlee,County Durham,England,Vice president,Nokia,Microsoft,Red,Post-Pay,DD,24,35.901,0.900991593,0.024880667,111.767,148.753,582.2101,31,0
1003154,female,Ms.,Carlisle,Cumbria,England,Cage cashier,Google,Android OS,Red Essentials,Post-Pay,CC,24,54.133,4.13350784,0.075161255,439.272,485.606,3244.092,42,0
1003156,male,Mr.,Newton Aycliffe,County Durham,England,Principal secretary,Samsung,Proprietary,Red Essentials,Post-Pay,CC,24,52.931,2.932238402,0.053042705,259.37,302.886,3252.213,24,0
1003157,female,Ms.,Newton Aycliffe,County Durham,England,Employee development manager,Samsung,Android OS,Red,Post-Pay,DD,24,36.453,1.451839343,0.039621215,114.028,127.657,688.6878,55,0
1003158,female,Ms.,Padstow,Cornwall,England,Applications engineer,Motorola,Android OS,Red,Post-Pay,DD,24,35.888,0.888390957,0.024613107,112.378,144.354,562.1956,42,0
1003160,male,Mr.,Arlesey,Bedfordshire,England,Outside order clerk,Apple,iOS,Red Premium,Post-Pay,DD,18,46.811,1.81090637,0.037846068,115.072,182.361,1237.937,39,0
1003161,male,Mr.,Beaconsfield,Buckinghamshire,England,Water transportation mate,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,59.627,9.625725313,0.159429034,321.242,491.354,4791.8,37,0
1003163,female,Mrs.,Larbert,Falkirk,Scotland,Nurse aide,Google,Android OS,Red Premium,Post-Pay,DD,18,47.738,2.739597384,0.056543604,229.121,247.563,1063.222,29,1
1003164,female,Ms.,Banbridge,County Down,Northern Ireland,Mason,Apple,iOS,Red Premium,Post-Pay,CC,18,45.693,0.693724908,0.01490515,148.768,190.933,815.2649,32,0
1003166,male,Mr.,Pittenweem,Fife,Scotland,Career counselor,Samsung,Android OS,Red Premium,Post-Pay,DD,18,50.073,5.07306432,0.100760946,164.895,253.905,1621.246,31,1
1003167,male,Mr.,Saltash,Cornwall,England,Semiconductor processing technician,Nokia,Proprietary,Red Super,Post-Pay,DD,24,85.858,10.85765806,0.124623166,635.195,1152.39,8619.136,22,0
1003168,male,Mr.,Fowey,Cornwall,England,Recreation worker,Nokia,Proprietary,Red,Post-Pay,DD,24,35.124,0.124990559,0.003516488,59.2728,109.69,571.7046,35,0
1003169,female,Ms.,Lambourn,Berkshire,England,Chemical equipment operator,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,53.855,3.854064394,0.070090421,447.692,599.911,3348.549,26,0
1003170,male,Mr.,Billingham,County Durham,England,Agricultural engineer,Samsung,Proprietary,Red Super,Post-Pay,DD,24,94.036,19.03621634,0.200294788,619.373,962.063,9498.463,24,0
1003172,female,Mrs.,Aylesbury,Buckinghamshire,England,Video editor,Apple,iOS,Red Super,Post-Pay,DD,24,78.955,3.955578333,0.047165528,588.407,718.447,6519.55,43,0
1003173,male,Mr.,Coalisland,County Tyrone,Northern Ireland,Boatswain,Apple,iOS,Red,Post-Pay,DD,24,36.503,1.501736772,0.040977739,80.2753,122.724,763.5382,34,0
1003174,male,Mr.,Chatteris,Cambridgeshire,England,Counter attendant,HTC,Android OS,Red Essentials,Post-Pay,DD,24,55.913,5.912662763,0.104411554,323.575,482.99,4026.125,24,0
1003175,female,Ms.,Macclesfield,Cheshire,England,Coast Guard,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,77.492,12.49174658,0.15819419,677.323,728.464,6636.386,46,0
1003176,male,Mr.,Holywood,County Down,England,Correctional officer,Samsung,Android OS,Red Essentials Premium,Post-Pay,CC,18,67.728,2.729161371,0.03685296,358.04,489.899,6281.673,51,0
1003177,female,Mrs.,Stotfold,Bedfordshire,Northern Ireland,High school counselor,Samsung,Proprietary,Red,Post-Pay,DD,24,36.496,1.495917837,0.040806066,107.893,121.902,675.829,51,0
1003178,male,Mr.,Glenrothes,Fife,England,Paratransit driver,ZTE,Android OS,Red Essentials,Post-Pay,DD,24,54.315,4.315656695,0.078524318,323.64,483.989,4258.133,52,0
1003179,male,Mr.,March,Cambridgeshire,England,Labor trainer,Apple,iOS,Red Premium,Post-Pay,DD,18,48.527,3.52715443,0.072437336,155.429,243.109,1646.474,64,0
1003181,male,Mr.,Padstow,Cornwall,England,Human resources recruiter,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,61.456,11.45656867,0.185679181,331.754,503.657,4781.757,37,0
1003184,male,Mr.,Egremont,Cumbria,England,Credit manager,Apple,iOS,Red Premium,Post-Pay,DD,18,46.643,1.641983271,0.033962703,113.514,166.071,1105.174,37,0
1003185,male,Mr.,Princes Risborough,Buckinghamshire,England,Language pathologist,Motorola,Android OS,Red Essentials,Post-Pay,DD,24,55.789,5.78885243,0.102859288,330.439,578.536,4179.079,41,0
1003186,male,Mr.,Stanley,County Durham,England,Carpenter,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.962,1.962814553,0.041616234,157.222,232.073,1387.647,34,0
1003187,male,Mr.,Newlyn,Cornwall,England,Publicity writer,Samsung,Android OS,Red Premium,Post-Pay,DD,18,48.093,3.094440339,0.064060521,151.606,237.21,1610.698,51,0
1003189,female,Mrs.,Saltash,Cornwall,England,Mathematical statistician,Samsung,Android OS,Red Super,Post-Pay,DD,24,88.253,13.25415879,0.148173723,850.687,958.296,8411.38,19,0
1003190,male,Mr.,Harrington,Cumbria,England,Furnace kiln oven drier and kettle operator,Nokia,Symbian OS ,Red,Post-Pay,DD,24,36.046,1.045124831,0.028927876,81.0477,144.928,721.5192,43,0
1003193,female,Ms.,March,Cambridgeshire,England,Automation and control technician,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,78.7,13.70029584,0.172441372,659.994,700.067,6823.652,18,0
1003194,female,Mrs.,Winslow,Buckinghamshire,England,Motorcycle mechanic,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,74.23,9.229737568,0.122977131,657.067,757.959,6313.708,30,0
1003195,female,Mrs.,Ferryhill,County Durham,England,Employment clerk,Samsung,Android OS,Red,Post-Pay,DD,24,36.324,1.323599795,0.036276078,110.409,120.642,668.0982,21,0
1003197,female,Mrs.,Newbury,Berkshire,England,Newscaster,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,78.282,13.2807935,0.166641543,663.943,740.797,7260.121,53,0
1003198,female,Mrs.,Beaconsfield,Buckinghamshire,England,Wait staff,Samsung,Android OS,Red,Post-Pay,CC,24,36.359,1.359170415,0.037275199,110,117.902,655.7435,46,0
1003199,male,Mr.,Huntly,Aberdeenshire,Scotland,Biomedical engineer,ZTE,Android OS,Red Super,Post-Pay,DD,24,90.114,15.11403812,0.163947057,682.33,933.241,7820.604,34,1
1003200,male,Mr.,Newbury,Berkshire,England,Supply manager,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,72.127,7.125850271,0.093151409,374.107,555.967,5506.572,35,0
1003201,male,Mr.,Callington,Cornwall,England,Industrial-organizational psychologist,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,59.018,9.018807395,0.151406382,313.489,485.892,4741.167,26,0
1003202,female,Ms.,Billingham,County Durham,England,Podiatric medical assistant,Motorola,Android OS,Red Premium,Post-Pay,DD,18,46.579,1.580623279,0.033688047,212.836,281.601,1077.776,43,0
1003204,female,Ms.,Greater Willington,County Durham,England,Cementing and gluing machine tender,Motorola,Proprietary,Red Essentials Premium,Post-Pay,CC,18,67.2,2.199960938,0.030545894,518.629,583.044,4047.489,58,0
1003205,male,Mr.,Torpoint,Cornwall,England,Telecommunications equipment repairer,Samsung,Android OS,Red Premium,Post-Pay,DD,18,48.02,3.020018005,0.062632543,162.668,246.703,1657.039,19,0
1003206,male,Mr.,Newbury,Berkshire,England,Professional scout,Motorola,Android OS,Red Premium,Post-Pay,DD,18,46.673,1.672869766,0.035646105,162.708,291.845,1337.886,19,0
1003207,female,Mrs.,Winslow,Buckinghamshire,England,Digital electronic prepress worker,Nokia,Proprietary,Red,Post-Pay,DD,24,35.99,0.990473928,0.027390811,109.359,149.749,556.8671,36,0
1003208,male,Mr.,Northstowe,Cambridgeshire,England,Chief executive officer,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,53.931,3.930300576,0.068362303,221.19,342.891,3056.807,59,0
1003210,male,Mr.,Dunmore,Falkirk,Scotland,Landscaping worker,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,48.022,3.023359738,0.06269839,150.999,235.1,1659.908,37,0
1003211,female,Mrs.,Greenisland,County Antrim,Northern Ireland,Assignment editor,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,77.51,12.51105508,0.159382627,661.556,724.417,6847.045,40,0
1003212,female,Mrs.,Padstow,Cornwall,England,Referee,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,45.56,0.561447481,0.012112491,167.644,172.755,919.2207,28,0
1003213,male,Mr.,Dollar,Clackmannanshire,Scotland,Land acquisition specialist,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,76.001,10.99969808,0.142664962,480.559,870.393,6740.484,40,0
1003215,female,Mrs.,Airth,Falkirk,Scotland,Law clerk,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,88.627,23.62805333,0.259931937,648.394,757.246,6821.975,42,1
1003216,male,Mr.,Banbridge,County Down,Northern Ireland,Local controller,Nokia,Symbian OS ,Red,Post-Pay,CC,24,35.339,0.340139182,0.009462394,55.2276,101.484,540.7199,42,0
1003217,male,Mr.,Newton Aycliffe,County Durham,England,Steamfitter,Nokia,Microsoft,Red Essentials Premium,Post-Pay,DD,18,73.658,8.657250933,0.115213821,479.444,885.954,7118.778,32,0
1003218,male,Mr.,Benarty,Fife,Scotland,Grocery bagger,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,74.791,9.792166215,0.128775991,475.744,842.573,6722.272,20,0
1003219,female,Ms.,Broughton in Furness,Cumbria,England,Risk and insurance manager,Apple,iOS,Red Essentials,Post-Pay,CC,24,57.206,7.205581933,0.123693954,450.637,518.116,4012.7,53,0
1003220,female,Mrs.,Brora,Highlands,Scotland,Casino cage worker,Nokia,Proprietary,Red,Post-Pay,DD,24,35.165,0.164948947,0.004656667,77.6685,104.086,403.1125,64,0
1003222,male,Mr.,Peterlee,County Durham,England,Graduate teaching assistant,Apple,iOS,Red Premium,Post-Pay,DD,18,48.159,3.158053984,0.065320913,168.746,246.185,1669.19,36,0
1003223,male,Mr.,Tayport,Fife,Scotland,Translator,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,78.898,13.89708984,0.17401883,475.057,707.033,7927.074,30,0
1003224,male,Mr.,Laurencekirk,Aberdeenshire,Scotland,Airfield operations specialist,Nokia,Proprietary,Red Essentials,Post-Pay,CC,24,51.81,1.812311364,0.034979953,197.967,562.13,3496.536,19,1
1003225,female,Ms.,Pitcoudie,Fife,Scotland,Commentator,Apple,iOS,Red,Post-Pay,DD,24,36.543,1.543394383,0.042135241,110.801,122.45,691.7635,66,0
1003226,female,Mrs.,Boddam,Aberdeenshire,Scotland,Orthotist,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,70.287,5.28704128,0.073128764,651.179,895.208,5615.373,47,0
1003227,male,Mr.,Newcastle,County Down,Northern Ireland,Geographic information specialist,Apple,iOS,Red,Post-Pay,CC,24,38.008,3.00838309,0.078858585,83.4661,123.545,858.0718,45,1
1003228,male,Mr.,Westhill,Aberdeenshire,Scotland,Telephone installer,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,53.708,3.708738316,0.06540392,223.483,321.242,3062.199,16,0
1003229,female,Dr.,Portadown,County Armagh,Northern Ireland,College faculty,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,56.848,6.848258021,0.119510963,433.597,486.753,4060.574,50,0
1003230,male,Mr.,Eaglescliffe,County Durham,England,Extruding forming pressing and compacting machine tender,Apple,iOS,Red Essentials,Post-Pay,DD,24,58.888,8.886243264,0.1500017,309.607,485.808,4888.815,69,0
1003231,male,Mr.,Methil,Fife,Scotland,Distribution clerk,Samsung,Android OS,Red,Post-Pay,CC,24,36.651,1.65079452,0.044919835,80.7722,125.029,808.2585,54,0
1003232,male,Mr.,Grangemouth,Falkirk,Scotland,Biological technician,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,68.021,3.020888062,0.040434342,414.144,567.278,4967.444,50,0
1003233,female,Ms.,Bonnybridge,Falkirk,Scotland,Labor training manager,Samsung,Proprietary,Red Essentials Premium,Post-Pay,CC,18,75.766,10.76560581,0.140869717,650.208,726.829,6414.554,23,0
1003234,male,Mr.,Holywood,County Down,England,Gerontology aide,HTC,Android OS,Red Premium,Post-Pay,DD,18,48.893,3.892584734,0.079520181,156.974,236.675,1336.386,26,1
1003235,male,Mr.,Monreith,Dumfries and Galloway,Scotland,Casino cashier,Samsung,Android OS,Red Essentials Premium,Post-Pay,CC,18,92.763,27.76258529,0.296543144,502.693,700.675,8065.871,23,1
1003236,female,Ms.,Eaglescliffe,County Durham,England,Baker,Samsung,Android OS,Red Premium,Post-Pay,DD,18,46.545,1.545036801,0.03263967,175.79,154.257,1141.843,45,1
1003237,male,Mr.,Newcastle,County Down,Northern Ireland,Creative writer,Nokia,Symbian OS ,Red,Post-Pay,CC,24,36.129,1.128389173,0.03113186,80.8049,145.099,720.9397,20,0
1003242,female,Mrs.,Lockerbie,Dumfries and Galloway,Scotland,Cook,Samsung,Android OS,Red,Post-Pay,DD,24,36.43,1.4305299,0.039154518,110.964,117.478,675.2882,44,0
1003243,female,Ms.,Lambourn,Berkshire,England,Behavioral disorder counselor,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,77.176,12.17662026,0.155644166,650.049,723.469,6433.525,55,0
1003244,female,Mrs.,Kelty,Fife,Scotland,Convention services manager,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,67.786,2.786620722,0.037861919,560.497,583.976,4305.927,50,0
1003245,male,Mr.,Downpatrick,County Down,Northern Ireland,Passenger booking clerk,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.793,2.790832005,0.058028658,159.147,241.306,1624.471,33,0
1003246,male,Mr.,Harrington,Cumbria,England,Coder,Apple,iOS,Red Essentials,Post-Pay,DD,24,57.884,7.884454515,0.134306905,312.779,484.96,4799.225,21,0
1003247,female,Mrs.,North Berwick,Lothian,Scotland,Nursing assistant,Samsung,Proprietary,Red Super,Post-Pay,DD,24,88.368,13.3679049,0.149441403,884.112,949.651,7614.824,19,0
1003248,male,Mr.,Eaglescliffe,County Durham,England,Bookkeeper,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,70.788,5.789089859,0.073439516,374.097,571.976,6944.392,59,0
1003249,female,Ms.,Thornhill,Dumfries and Galloway,Scotland,Semiconductor processor,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,69.864,4.86369623,0.06857488,655.91,730.578,5847.48,16,0
1003250,male,Mr.,Tayport,Fife,Scotland,Transportation inspector,Samsung,Proprietary,Red,Post-Pay,CC,24,36.496,1.495358744,0.040898723,81.0477,124.806,777.3749,31,0
1003254,female,Mrs.,Cambridge,Cambridgeshire,England,Parking enforcement worker,Apple,iOS,Red,Post-Pay,DD,24,36.515,1.515019398,0.041396554,111.258,121.059,713.5844,28,0
1003256,female,Mrs.,Inverkeithing,Fife,Scotland,Courier,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,70.538,5.538992374,0.073356835,502.373,524.928,5209.617,45,0
1003257,male,Mr.,Holywood,County Down,England,Immunohematology technologist,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,48.732,3.731966997,0.076279147,166.978,285.081,1350.235,25,1
1003258,female,Ms.,Stotfold,Bedfordshire,Northern Ireland,Fork lift driver,Samsung,Proprietary,Red Essentials,Post-Pay,CC,24,57.633,7.632173628,0.1304806,452.09,501.051,4228.239,46,0
1003259,female,Ms.,Dingwall,Highlands,Scotland,Recording engineer,Samsung,Proprietary,Red,Post-Pay,CC,24,36.521,1.520427646,0.041470254,109.638,120.148,656.1683,19,0
1003260,female,Mrs.,March,Cambridgeshire,England,Broadcast field supervisor,Apple,iOS,Red Essentials,Post-Pay,DD,24,52.207,2.20745708,0.040120602,317.836,400.57,2889.968,53,0
1003262,male,Mr.,Newbury,Berkshire,England,Mental health counselor,HTC,Android OS,Red,Post-Pay,CC,24,36.091,1.091028154,0.030152248,79.2396,119.049,709.1769,46,0
1003263,female,Dr.,Banbridge,County Down,Northern Ireland,Heating air-conditioning and refrigeration mechanic,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,74.186,9.185847865,0.122249665,660.385,731.318,6794.18,19,0
1003264,male,Mr.,Glenrothes,Fife,Scotland,News writer,Apple,iOS,Red,Post-Pay,CC,24,35.863,0.862696492,0.023691559,56.1878,88.5535,600.2726,61,0
1003265,female,Mrs.,Kirkcudbright,Dumfries and Galloway,Scotland,Buyer,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,78.073,13.07234267,0.16496736,641.049,729.371,6608.833,36,0
1003267,female,Ms.,Princes Risborough,Buckinghamshire,England,Forensic accountant,HTC,Android OS,Red Essentials Premium,Post-Pay,CC,18,69.528,4.529030797,0.064339341,674.302,735.717,5738.543,15,0
1003269,female,Mrs.,Greenisland,County Antrim,Northern Ireland,Gaming and sports book writer,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.512,1.511478072,0.032173885,223.67,242.29,1135.694,53,0
1003271,female,Mrs.,Banff and Macduff,Aberdeenshire,Scotland,Construction cost estimator,Nokia,Proprietary,Red Super,Post-Pay,DD,24,86.091,11.09035977,0.127324089,901.673,1175.03,6922.345,35,0
1003272,female,Mrs.,Stotfold,Bedfordshire,England,Disc jockey,Nokia,MeeGo OS,Red Essentials,Post-Pay,CC,24,51.027,1.027574731,0.019525581,320.705,457.36,2355.494,54,0
